segment,product_name,category,P,H,C,L,R,prompt,marketing_copy,
Segment 62,RoadRider E-Bike,Mobility / Green Tech,1,0,1,0,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Health-conscious
- Primary value: Quality
- Preferred channel: Online
- Product preference: Home & Garden
- Personality: Social

Product:
- Name: RoadRider E-Bike
- Category: Mobility / Green Tech
- Features: Long battery life, fast charge, GPS tracking, smartphone integration

Output: A short, engaging ad copy (2–3 sentences).
    ","Elevate your daily ride with the RoadRider E-Bike, designed for
the health-conscious adventurer in you! Enjoy a long battery life
and quick charging, empowering your social outings while keeping your
carbon footprint low. With GPS tracking and smartphone integration, you
can effortlessly explore the great outdoors—because quality rides deserve quality
tech!",
Segment 62,PetPal Automatic Feeder,Pet Tech,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Health-conscious
- Primary value: Quality
- Preferred channel: Online
- Product preference: Home & Garden
- Personality: Social

Product:
- Name: PetPal Automatic Feeder
- Category: Pet Tech
- Features: Smart schedule, camera access, portion control, mobile app alerts

Output: A short, engaging ad copy (2–3 sentences).
    ","Elevate your pet care routine with the PetPal Automatic Feeder!
Designed for the health-conscious pet parent, this smart feeder offers
quality portion control, real-time camera access, and mobile app alerts
to keep you connected with your furry friend. Join our
community of caring pet owners and ensure your beloved companion
enjoys mealtime even when you're away!",
Segment 62,BookLoop Reading Subscription,Entertainment / Education,0,1,1,0,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Health-conscious
- Primary value: Quality
- Preferred channel: Online
- Product preference: Home & Garden
- Personality: Social

Product:
- Name: BookLoop Reading Subscription
- Category: Entertainment / Education
- Features: Curated book picks, community reviews, flexible membership tiers

Output: A short, engaging ad copy (2–3 sentences).
    ","Elevate your wellness journey with BookLoop Reading Subscription—where quality meets
community! Discover curated book picks that inspire a healthier lifestyle,
all while connecting with fellow book lovers online. Join today
and let the power of reading transform your home and
garden routine!",
Segment 63,QuickCart+ Grocery App,Retail / eCommerce,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Luxury-seeker
- Primary value: Price
- Preferred channel: Online
- Product preference: Books
- Personality: Analytical

Product:
- Name: QuickCart+ Grocery App
- Category: Retail / eCommerce
- Features: One-hour delivery, smart reordering, loyalty rewards, app-exclusive deals

Output: A short, engaging ad copy (2–3 sentences).
    ","Elevate your shopping experience with QuickCart+ Grocery App, where convenience
meets luxury. Enjoy one-hour delivery and exclusive app deals tailored
just for you, all while earning loyalty rewards with every
order. With our smart reordering feature, you can effortlessly manage
your grocery needs—because the finer things in life should always
come easily.",
Segment 63,FitTrack Smartwatch,Health & Fitness,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Luxury-seeker
- Primary value: Price
- Preferred channel: Online
- Product preference: Books
- Personality: Analytical

Product:
- Name: FitTrack Smartwatch
- Category: Health & Fitness
- Features: Heart rate monitor, sleep tracking, calorie counter, Bluetooth connectivity

Output: A short, engaging ad copy (2–3 sentences).
    ","Elevate your wellness journey with the FitTrack Smartwatch—where luxury meets
precision. Track your heart rate, monitor your sleep, and analyze
your calorie burn, all while enjoying seamless Bluetooth connectivity. Invest
in your health today and experience the sophisticated blend of
style and functionality that only the discerning can appreciate.",
Segment 63,RoadRider E-Bike,Mobility / Green Tech,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Luxury-seeker
- Primary value: Price
- Preferred channel: Online
- Product preference: Books
- Personality: Analytical

Product:
- Name: RoadRider E-Bike
- Category: Mobility / Green Tech
- Features: Long battery life, fast charge, GPS tracking, smartphone integration

Output: A short, engaging ad copy (2–3 sentences).
    ","Elevate your journey with the RoadRider E-Bike, where luxury meets
innovative technology. Enjoy an unparalleled riding experience with its long
battery life and fast charging, all while seamlessly integrating with
your smartphone for real-time GPS tracking. Embrace sustainable mobility without
compromising on style or performance—discover the luxury of smart travel
today!",
Segment 63,HomeEase Smart Thermostat,Smart Home / Energy,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Luxury-seeker
- Primary value: Price
- Preferred channel: Online
- Product preference: Books
- Personality: Analytical

Product:
- Name: HomeEase Smart Thermostat
- Category: Smart Home / Energy
- Features: Remote control via app, energy optimization, voice assistant integration

Output: A short, engaging ad copy (2–3 sentences).
    ","Elevate your home experience with the HomeEase Smart Thermostat, where
luxury meets intelligence. Control your environment effortlessly through our app,
optimize energy usage for substantial savings, and enjoy seamless integration
with your favorite voice assistants. Transform your living space into
a sanctuary of comfort and sophistication—all at a price that
speaks to your discerning taste.",
Segment 64,EcoBrew Reusable Coffee Cup,Sustainability / Lifestyle,0,1,1,0,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Luxury-seeker
- Primary value: Quality
- Preferred channel: Phone
- Product preference: Sports
- Personality: Analytical

Product:
- Name: EcoBrew Reusable Coffee Cup
- Category: Sustainability / Lifestyle
- Features: BPA-free, temperature control, made from recycled materials, customizable design

Output: A short, engaging ad copy (2–3 sentences).
    ","Elevate your coffee experience with the EcoBrew Reusable Coffee Cup,
where luxury meets sustainability. Crafted from high-quality recycled materials and
designed for optimal temperature control, this BPA-free cup ensures that
every sip is as exquisite as the last. Customize your
EcoBrew to reflect your unique style—because quality should never compromise
individuality. Let's chat on the phone to help you find
the perfect design!",
Segment 64,LuxSkin Anti-Aging Serum,Beauty & Wellness,0,0,1,0,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Luxury-seeker
- Primary value: Quality
- Preferred channel: Phone
- Product preference: Sports
- Personality: Analytical

Product:
- Name: LuxSkin Anti-Aging Serum
- Category: Beauty & Wellness
- Features: Vitamin C, retinol blend, dermatologist-tested, subscription delivery

Output: A short, engaging ad copy (2–3 sentences).
    ","Elevate your skincare routine with LuxSkin Anti-Aging Serum, meticulously crafted
for those who value quality and results. Our dermatologist-tested formula
combines a potent blend of Vitamin C and retinol, delivering
visible rejuvenation with every drop. Experience the convenience of subscription
delivery, ensuring your luxury skincare is always at your fingertips—just
a phone call away.",
Segment 64,FitTrack Smartwatch,Health & Fitness,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Luxury-seeker
- Primary value: Quality
- Preferred channel: Phone
- Product preference: Sports
- Personality: Analytical

Product:
- Name: FitTrack Smartwatch
- Category: Health & Fitness
- Features: Heart rate monitor, sleep tracking, calorie counter, Bluetooth connectivity

Output: A short, engaging ad copy (2–3 sentences).
    ","Elevate your fitness journey with the FitTrack Smartwatch, where luxury
meets precision. Experience unparalleled quality with advanced features like heart
rate monitoring and sleep tracking, all seamlessly connected to your
lifestyle. Ready to transform your health? Let’s chat on the
phone to explore how FitTrack can enhance your daily routine.",
Segment 64,PetPal Automatic Feeder,Pet Tech,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Luxury-seeker
- Primary value: Quality
- Preferred channel: Phone
- Product preference: Sports
- Personality: Analytical

Product:
- Name: PetPal Automatic Feeder
- Category: Pet Tech
- Features: Smart schedule, camera access, portion control, mobile app alerts

Output: A short, engaging ad copy (2–3 sentences).
    ","Elevate your pet care routine with the PetPal Automatic Feeder,
where luxury meets technology. Enjoy the peace of mind that
comes with smart scheduling, precise portion control, and real-time camera
access—all at your fingertips. Experience quality like never before and
keep your furry friend happy, even when you’re away.",
